,canonical_smiles,molecule_chembl_id,standard_value,bioactivity_class
377,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(S(=O)(=O)N(C)C)CC3)c12,CHEMBL3932863,0.4,active
378,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(S(=O)(=O)c4ccccc4)CC3)c12,CHEMBL3960339,1.0,active
379,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(S(=O)(=O)C4CCS(=O)(=O)C4)CC3)c12,CHEMBL3938364,0.4,active
380,CCNC(=O)N1CCC(n2c(=O)n(-c3cccc(Cl)c3)c(=O)c3cnc4c(OC)cccc4c32)CC1,CHEMBL3971431,0.6,active
381,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(C(=O)NC(C)C)CC3)c12,CHEMBL3954709,0.3,active
382,COc1cccc2c1ncc1c(=O)n(-c3ccccc3Cl)c(=O)n(C3CCC(C)CC3)c12,CHEMBL3962756,20.0,active
383,COc1cccc2c1ncc1c(=O)n(-c3ccc(Cl)cc3)c(=O)n(C3CCC(C)CC3)c12,CHEMBL3911773,0.9,active
384,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCC(C(=O)O)CC3)c12,CHEMBL3938524,1.0,active
385,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCCCC3)c12,CHEMBL3948031,4.0,active
386,COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCO4)c(=O)n(C3CCN(C(=O)OC(C)(C)C)CC3)c12,CHEMBL3962096,1.0,active
387,COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCO4)c(=O)n(C3CCNCC3)c12,CHEMBL3917179,450.0,active
388,COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCO4)c(=O)n(C3CCN(S(C)(=O)=O)CC3)c12,CHEMBL3986932,8.0,active
389,COc1cccc2c1ncc1c(=O)n(-c3cccc(C#N)c3)c(=O)n(C3CCCC3)c12,CHEMBL3964458,123.0,active
390,COc1cccc2c1ncc1c(=O)n(-c3cccc(SC)c3)c(=O)n(C3CCCC3)c12,CHEMBL3982748,74.0,active
391,COc1cccc2c1ncc1c(=O)n(-c3cccc(S(C)(=O)=O)c3)c(=O)n(C3CCCC3)c12,CHEMBL3953457,280.0,active
392,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@@H]3CCN(C(=O)OC(C)(C)C)C3)c12,CHEMBL4108792,0.3,active
393,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@@H]3CCNC3)c12,CHEMBL4110900,31.0,active
394,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@@H]3CCN(S(C)(=O)=O)C3)c12,CHEMBL3644503,29.0,active
395,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@H]3CCN(C(=O)OC(C)(C)C)C3)c12,CHEMBL3903807,2.0,active
396,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@H]3CCNC3)c12,CHEMBL3966213,1000.0,active
397,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@H]3CCN(S(C)(=O)=O)C3)c12,CHEMBL3644504,29.0,active
398,COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCCO4)c(=O)n(C3CCCC3)c12,CHEMBL3958464,240.0,active
399,COC(=O)N1CCC(n2c(=O)n(-c3cccc(Cl)c3)c(=O)c3cnc4c(OC)cccc4c32)CC1,CHEMBL3952042,50000.0,inactive
400,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(CC3CCN(S(C)(=O)=O)CC3)c12,CHEMBL3986640,2.0,active
401,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCC(NS(C)(=O)=O)CC3)c12,CHEMBL3945875,6.0,active
406,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,CHEMBL273019,12500.0,inactive
414,Nc1ccc(O)c(C(=O)O)c1,CHEMBL704,20600000.0,inactive
415,CS(=O)(=O)c1ccc(-c2ccc3ncc(S(=O)(=O)N4CCN(Cc5ccccc5)CC4)n3n2)cc1,CHEMBL4216431,12000.0,inactive
416,O=S(=O)(c1cnc2ccc(-c3cccnc3)nn12)N1CCN(c2ccccn2)CC1,CHEMBL4204753,11000.0,inactive
417,O=S(=O)(c1cnc2ccc(-c3cncc(F)c3)nn12)N1CCN(c2ccccn2)CC1,CHEMBL4204234,28000.0,inactive
418,O=S(=O)(c1cnc2ccc(-c3cncc(C(F)(F)F)c3)nn12)N1CCN(c2ccccn2)CC1,CHEMBL4209097,11000.0,inactive
419,Nc1ncc(-c2ccc3ncc(S(=O)(=O)N4CCN(c5ccccn5)CC4)n3n2)cc1C(F)(F)F,CHEMBL4211883,11000.0,inactive
420,COc1ccc(-c2ccc3ncc(S(=O)(=O)N4CCN(c5ccccn5)CC4)n3n2)cn1,CHEMBL4214427,30000.0,inactive
421,CS(=O)(=O)c1ccc(-c2ccc3ncc(S(=O)(=O)N4CCN(c5ccccn5)CC4)n3n2)cc1,CHEMBL4216524,12000.0,inactive
423,N#CC1(c2ccccc2)CCN(S(=O)(=O)c2cnc3ccc(-c4cncc(F)c4)nn23)CC1,CHEMBL4205907,30000.0,inactive
424,N#CC1(c2ccccc2)CCN(S(=O)(=O)c2cnc3ccc(-c4cncc(C(F)(F)F)c4)nn23)CC1,CHEMBL4211594,20000.0,inactive
426,COc1ccc(-c2ccc3ncc(S(=O)(=O)N4CCC(C#N)(c5ccccc5)CC4)n3n2)cc1OC,CHEMBL4215614,500.0,active
427,COc1cccc(CNS(=O)(=O)c2cnc3ccc(-c4cccnc4)nn23)c1,CHEMBL4214663,300.0,active
429,COc1cccc(CNS(=O)(=O)c2cnc3ccc(-c4cncc(C(F)(F)F)c4)nn23)c1,CHEMBL4204585,30000.0,inactive
430,COc1cccc(CNS(=O)(=O)c2cnc3ccc(-c4cnc(N)c(C(F)(F)F)c4)nn23)c1,CHEMBL4215621,30000.0,inactive
431,COc1cccc(CNS(=O)(=O)c2cnc3ccc(-c4ccc(OC)nc4)nn23)c1,CHEMBL4204718,30000.0,inactive
432,COc1cccc(CNS(=O)(=O)c2cnc3ccc(-c4ccc(S(C)(=O)=O)cc4)nn23)c1,CHEMBL4208400,28000.0,inactive
435,O=S(=O)(NCC1CCCO1)c1cnc2ccc(-c3cncc(C(F)(F)F)c3)nn12,CHEMBL4204426,30000.0,inactive
438,CS(=O)(=O)c1ccc(-c2ccc3ncc(S(=O)(=O)NCC4CCCO4)n3n2)cc1,CHEMBL4204400,30000.0,inactive
439,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,CHEMBL63,500.0,active
440,O=S(=O)(c1cnc2ccc(-c3cncc(F)c3)nn12)N1CCN(Cc2ccccc2)CC1,CHEMBL4217894,30000.0,inactive
441,O=S(=O)(c1cnc2ccc(-c3cccnc3)nn12)N1CCN(Cc2ccccc2)CC1,CHEMBL4212953,18000.0,inactive
442,CCN1CCN(S(=O)(=O)c2cnc3ccc(-c4ccc(S(C)(=O)=O)cc4)nn23)CC1,CHEMBL4213498,15000.0,inactive
443,CCN1CCN(S(=O)(=O)c2cnc3ccc(-c4ccc(OC)cc4)nn23)CC1,CHEMBL4208563,20000.0,inactive
444,CCN1CCN(S(=O)(=O)c2cnc3ccc(-c4ccc(OC)nc4)nn23)CC1,CHEMBL4208862,20000.0,inactive
446,CCN1CCN(S(=O)(=O)c2cnc3ccc(-c4cncc(F)c4)nn23)CC1,CHEMBL4212270,30000.0,inactive
447,CCN1CCN(S(=O)(=O)c2cnc3ccc(-c4cccnc4)nn23)CC1,CHEMBL4217242,15000.0,inactive
449,COc1cccc(CNS(=O)(=O)c2cnc3ccc(Cl)nn23)c1,CHEMBL4218009,30000.0,inactive
450,N#CC1(c2ccccc2)CCN(S(=O)(=O)c2cnc3ccc(Cl)nn23)CC1,CHEMBL4203548,25000.0,inactive
451,O=S(=O)(c1cnc2ccc(Cl)nn12)N1CCN(Cc2ccccc2)CC1,CHEMBL4207994,30000.0,inactive
452,O=S(=O)(c1cnc2ccc(Cl)nn12)N1CCN(c2ccccc2)CC1,CHEMBL4207908,30000.0,inactive
453,O=S(=O)(c1cnc2ccc(Cl)nn12)N1CCN(c2ccccn2)CC1,CHEMBL4212813,30000.0,inactive
454,CCN1CCN(S(=O)(=O)c2cnc3ccc(Cl)nn23)CC1,CHEMBL4217876,30000.0,inactive
455,O=S(=O)(NCC1CCCO1)c1cnc2ccc(Cl)nn12,CHEMBL4212933,30000.0,inactive
456,NS(=O)(=O)c1cnc2ccc(Cl)nn12,CHEMBL4206575,28000.0,inactive
457,Cc1cc2occ(CN(C)CCN(C)Cc3cn(-c4cccc(C(F)(F)F)c4)c4ccccc34)c(=O)c2cc1C,CHEMBL255489,22000.0,inactive
458,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,CHEMBL63,200.0,active
459,Cc1nc(Nc2nnc(-c3ccccc3)s2)c(C)c(C)c1O,CHEMBL4284433,290.0,active
460,Nc1ccc(O)c(C(=O)O)c1,CHEMBL704,20000.0,inactive
461,Cc1nc(Nc2cnc3ccccc3c2)c(C)c(C)c1O,CHEMBL4280147,540.0,active
462,Cc1nc(Nc2ccc(Cl)nc2)c(C)c(C)c1O,CHEMBL4277438,360.0,active
